ReNummer,SummeNetto,MwStSatz,ZahlungsbetragBrutto,KdNr,Summenebenkosten,ReDatum,Zahlungsdatum
102870,339,7,362.73,20143,0,2025-02-11 00:00:00,2025-02-18 00:00:00
102869,1830,0,1830,78281,0,2025-02-11 00:00:00,2025-03-14 00:00:00
102868,350,0,339.14,80348,10.86,2025-02-11 00:00:00,2025-02-27 00:00:00
102867,139.5,7,149.27,20843,0,2025-02-11 00:00:00,2025-03-03 00:00:00
102866,20,7,21.4,10369,0,2025-02-05 00:00:00,2025-02-07 00:00:00
102865,420,7,449.4,81066,0,2025-02-11 00:00:00,2025-02-14 00:00:00
102864,3500,0,3500,80593,0,2025-02-11 00:00:00,2025-02-19 00:00:00
102863,10440,0,0,81300,0,2025-02-10 00:00:00,NULL
102862,175,7,187.25,79250,0,2025-02-10 00:00:00,2025-02-18 00:00:00
102861,1295,7,1385.65,79250,0,2025-02-10 00:00:00,2025-02-18 00:00:00
102860,1300,0,0,81262,0,2025-02-10 00:00:00,NULL
102859,5280,0,5280,81240,0,2025-02-10 00:00:00,2025-02-17 00:00:00
102858,700,7,749,79682,0,2025-02-10 00:00:00,2025-02-11 00:00:00
102857,360,7,385.2,10411,0,2025-02-10 00:00:00,2025-02-04 00:00:00
102856,40,7,42.8,12672,0,2025-02-06 00:00:00,2025-02-07 00:00:00
102855,2250,7,2407.5,10813,0,2025-01-31 00:00:00,2025-02-05 00:00:00
102854,25,7,26.75,10509,0,2025-01-31 00:00:00,2025-02-07 00:00:00
102853,111,7,118.78,12122,0,2025-01-31 00:00:00,2025-02-06 00:00:00
102852,37,7,39.59,12122,0,2025-01-31 00:00:00,2025-02-06 00:00:00
102851,407,7,435.52,12122,0,2025-01-31 00:00:00,2025-02-06 00:00:00
102850,55.5,7,59.39,12122,0,2025-01-31 00:00:00,2025-02-06 00:00:00
102849,55.5,7,59.39,10237,0,2025-01-31 00:00:00,2025-02-06 00:00:00
102848,111,7,118.77,10237,0,2025-01-31 00:00:00,2025-02-06 00:00:00
102847,402,7,430.14,10231,0,2025-02-05 00:00:00,2025-02-05 00:00:00
102846,334,7,357.38,79666,0,2025-02-05 00:00:00,2025-02-05 00:00:00
102845,36,7,38.52,20018,0,2025-02-06 00:00:00,2025-02-07 00:00:00
102844,220,7,235.4,20197,0,2025-02-06 00:00:00,2025-02-07 00:00:00
102843,36,7,38.52,10292,0,2025-02-06 00:00:00,2025-02-07 00:00:00
102842,54,7,57.78,10292,0,2025-02-06 00:00:00,2025-02-07 00:00:00
102841,446,7,477.22,10292,0,2025-02-06 00:00:00,2025-02-07 00:00:00
102840,38.35,7,41.03,20122,0,2025-02-06 00:00:00,2025-02-07 00:00:00
102839,15,7,16.05,20018,0,2025-02-06 00:00:00,2025-02-07 00:00:00
102838,1260,7,1348.2,20213,0,2025-02-05 00:00:00,2025-02-06 00:00:00
102837,155.89,0,155,80950,0.89,2025-02-07 00:00:00,2025-02-10 00:00:00
102836,300,7,321,10495,0,2025-02-05 00:00:00,2025-02-07 00:00:00
102835,38.35,7,41.03,10669,0,2025-02-04 00:00:00,2025-02-06 00:00:00
102834,558,7,597.06,20137,0,2025-02-07 00:00:00,2025-02-12 00:00:00
102833,629.56,0,622.24,81296,7.32,2025-02-07 00:00:00,2025-02-10 00:00:00
102832,55,0,55,78279,0,2025-02-06 00:00:00,2025-02-04 00:00:00
102831,359.66,0,355.23,80614,4.43,2025-02-06 00:00:00,2025-02-20 00:00:00
102830,901.38,0,860.79,81292,40.59,2025-02-06 00:00:00,2025-03-11 00:00:00
102829,706.3,0,706.3,75564,0,2025-02-06 00:00:00,2025-01-31 00:00:00
102828,8480,0,8470,79396,10,2025-02-06 00:00:00,2025-03-10 00:00:00
102827,280,7,299.6,11981,0,2025-02-05 00:00:00,2025-02-06 00:00:00
102826,2184,0,2184,78096,0,2025-02-06 00:00:00,2025-03-10 00:00:00
102825,321.39,0,305.32,20585,16.07,2025-02-06 00:00:00,2025-03-19 00:00:00
102824,360,7,385.2,20288,0,2025-02-06 00:00:00,2025-02-10 00:00:00
102823,12.09,0,0,81294,0,2025-03-11 00:00:00,NULL
102822,5000,0,5000,80389,0,2025-02-06 00:00:00,2025-03-10 00:00:00
102821,12500,0,0,79751,0,2025-02-06 00:00:00,NULL
102820,1100,7,1177,78727,0,2025-02-06 00:00:00,2025-03-31 00:00:00
102819,48,7,51.36,10207,0,2025-02-05 00:00:00,2025-02-07 00:00:00
102818,2350,7,2514.5,10154,0,2025-02-05 00:00:00,2025-02-19 00:00:00
102817,240,0,240,80518,0,2025-02-05 00:00:00,2025-04-01 00:00:00
102816,300.81,0,276.06,79699,24.75,2025-02-05 00:00:00,2025-02-10 00:00:00
102815,625,0,625,79026,0,2025-02-05 00:00:00,2025-03-14 00:00:00
102814,420,0,420,80843,0,2025-02-05 00:00:00,2025-02-13 00:00:00
102813,1685,0,0,80876,0,2025-02-05 00:00:00,NULL
102812,540,7,577.8,20524,0,2025-02-05 00:00:00,2025-02-07 00:00:00
102811,333.33,0,333.33,80875,0,2025-02-05 00:00:00,2025-02-26 00:00:00
102810,1000,0,1000,80837,0,2025-02-05 00:00:00,2025-03-10 00:00:00
102809,625,0,625,80562,0,2025-02-05 00:00:00,2025-02-10 00:00:00
102808,1050,0,1050,80598,0,2025-02-05 00:00:00,2025-03-28 00:00:00
102807,2917,0,2917,79222,0,2025-02-05 00:00:00,2025-02-27 00:00:00
102806,642,0,0,80201,0,2025-02-05 00:00:00,NULL
102805,292,0,292,79631,0,2025-02-05 00:00:00,2025-02-17 00:00:00
102804,1103,0,1097.27,79497,5.73,2025-02-05 00:00:00,2025-02-07 00:00:00
102803,60,7,64.2,75595,0,2025-02-05 00:00:00,2025-02-06 00:00:00
102802,240,0,240,79046,0,2025-02-05 00:00:00,2025-02-05 00:00:00
102801,5180,7,5542.6,20020,0,2025-02-05 00:00:00,2025-02-12 00:00:00
102800,336,7,359.52,10775,0,2025-02-04 00:00:00,2025-02-06 00:00:00
102799,78,7,83.46,10509,0,2025-01-29 00:00:00,2025-02-07 00:00:00
102798,120,7,128.4,10375,0,2025-01-31 00:00:00,2025-02-04 00:00:00
102797,60,7,64.2,70658,0,2025-02-04 00:00:00,2025-02-04 00:00:00
102796,1447,0,1447.02,21048,-0.02,2025-02-05 00:00:00,2025-02-21 00:00:00
102795,3000,7,0,81187,0,2025-02-05 00:00:00,NULL
102794,1190,7,1273.3,20610,0,2025-02-04 00:00:00,2025-02-12 00:00:00
102793,480.86,0,465.92,79945,14.94,2025-02-04 00:00:00,2025-03-10 00:00:00
102792,13825,0,13797.02,80698,27.98,2025-02-04 00:00:00,2025-02-14 00:00:00
102791,1983.58,0,1943.14,81047,40.44,2025-02-04 00:00:00,2025-03-04 00:00:00
102790,7900,7,8453,20908,0,2025-02-04 00:00:00,2025-02-13 00:00:00
102789,126,7,134.82,79475,0,2025-02-04 00:00:00,2025-01-20 00:00:00
102788,7311.37,19,8700.53,40003,0,2025-01-31 00:00:00,2025-02-04 00:00:00
102787,75,7,80.25,75103,0,2025-02-03 00:00:00,2025-02-10 00:00:00
102786,324,7,346.68,76875,0,2025-02-03 00:00:00,2025-02-17 00:00:00
102785,3000,0,3000,20013,0,2025-02-03 00:00:00,2025-02-12 00:00:00
102784,500,0,500,20013,0,2025-02-03 00:00:00,2025-02-27 00:00:00
102783,1100,0,1100,20013,0,2025-02-03 00:00:00,2025-02-27 00:00:00
102782,1400,7,1498,20013,0,2025-02-03 00:00:00,2025-02-27 00:00:00
102781,29,7,31.03,10270,0,2025-01-31 00:00:00,2025-02-05 00:00:00
102780,100,7,107,10113,0,2025-02-03 00:00:00,2025-02-28 00:00:00
102779,3600,7,3852,20013,0,2025-02-03 00:00:00,2025-02-27 00:00:00
102778,180,7,192.6,20485,0,2025-01-31 00:00:00,2025-02-13 00:00:00
102777,2760,0,2760,80528,0,2025-01-31 00:00:00,2025-02-17 00:00:00
102776,5200,0,0,80227,0,2025-01-31 00:00:00,NULL
102775,585,7,625.95,10383,0,2025-02-03 00:00:00,2025-02-07 00:00:00
102774,975,7,0,73187,0,2025-02-02 00:00:00,NULL
102773,75,7,0,73187,0,2025-02-02 00:00:00,NULL
102772,58,7,62.06,76171,0,2025-02-02 00:00:00,2025-02-20 00:00:00
102771,1073,7,1148.11,79666,0,2025-01-29 00:00:00,2025-01-29 00:00:00
102770,1250,7,1337.5,20996,0,2025-01-30 00:00:00,2025-02-04 00:00:00
102769,320,7,342.4,20251,0,2024-12-31 00:00:00,2025-01-13 00:00:00
102768,300,0,300,79829,0,2025-01-30 00:00:00,2025-02-24 00:00:00
102767,386.5,0,386.5,21023,0,2025-01-30 00:00:00,2025-02-17 00:00:00
102766,306.38,0,306.38,21023,0,2025-01-30 00:00:00,2025-02-24 00:00:00
102765,440,7,0,80535,0,2025-01-30 00:00:00,NULL
102764,208.25,0,208.25,80028,0,2025-01-29 00:00:00,2025-02-28 00:00:00
102763,28984,0,29318.48,78962,-334.48,2025-01-29 00:00:00,2025-02-03 00:00:00
102762,3234.82,0,3054.94,79705,179.88,2025-01-29 00:00:00,2025-03-04 00:00:00
102761,400,0,377.96,81226,22.04,2025-02-01 00:00:00,2025-03-03 00:00:00
102760,1500,0,1500,81227,0,2025-02-01 00:00:00,2025-02-10 00:00:00
102759,2000,0,2000,81170,0,2025-02-01 00:00:00,2025-02-17 00:00:00
102758,375,0,0,81097,0,2025-02-01 00:00:00,NULL
102757,200,0,191.64,79630,8.36,2025-02-01 00:00:00,2025-02-18 00:00:00
102756,145,0,145,81044,0,2025-02-01 00:00:00,2025-02-17 00:00:00
102755,700,0,0,80918,0,2025-02-01 00:00:00,NULL
102754,1500,0,1500,80847,0,2025-02-01 00:00:00,2025-02-20 00:00:00
102753,500,7,535,80531,0,2025-02-01 00:00:00,2025-03-07 00:00:00
102752,0,0,0,78558,0,2025-02-01 00:00:00,NULL
102751,208,0,208,79348,0,2025-02-01 00:00:00,2025-03-03 00:00:00
102750,2400,7,0,20650,0,2025-02-01 00:00:00,NULL
102749,100,0,100,80190,0,2025-02-01 00:00:00,2025-03-28 00:00:00
102748,800,7,856,10384,0,2025-02-01 00:00:00,2025-02-11 00:00:00
102747,195,7,208.65,12053,0,2025-02-01 00:00:00,2025-02-03 00:00:00
102746,1042,7,1114.94,10290,0,2025-02-01 00:00:00,2025-02-11 00:00:00
102745,1300,7,1391,20697,0,2025-02-01 00:00:00,2025-03-19 00:00:00
102744,2500,7,2675,10049,0,2025-02-01 00:00:00,2025-02-13 00:00:00
102743,166,0,0,79560,0,2025-02-01 00:00:00,NULL
102742,1000,7,1070,75752,0,2025-02-01 00:00:00,2025-02-05 00:00:00
102741,23000,7,24610,10039,0,2025-02-01 00:00:00,2025-02-14 00:00:00
102740,400,7,428,78020,0,2025-02-01 00:00:00,2025-02-24 00:00:00
102739,2500,7,2675,20827,0,2025-02-01 00:00:00,2025-02-21 00:00:00
102738,3000,7,0,79341,0,2025-02-01 00:00:00,NULL
102737,155.95,7,166.87,79210,0,2025-02-01 00:00:00,2025-02-05 00:00:00
102736,495,0,495,72631,0,2025-02-01 00:00:00,2025-03-04 00:00:00
102735,100,0,0,79148,0,2025-02-01 00:00:00,NULL
102734,1200,0,1200,79149,0,2025-02-01 00:00:00,2025-03-04 00:00:00
102733,1450,7,1551.5,78751,0,2025-02-01 00:00:00,2025-01-30 00:00:00
102732,600,7,642,79041,0,2025-02-01 00:00:00,2025-02-26 00:00:00
102731,540,7,577.8,81270,0,2025-02-01 00:00:00,2025-01-29 00:00:00
102730,356.89,0,0,80566,0,2025-01-28 00:00:00,NULL
102729,1700,7,1819,76875,0,2025-02-01 00:00:00,2025-02-17 00:00:00
102728,900,7,963,12367,0,2025-01-28 00:00:00,2025-02-24 00:00:00
102727,150,7,160.5,81268,0,2025-01-28 00:00:00,2025-01-30 00:00:00
102726,475,7,508.25,74026,0,2025-02-01 00:00:00,2025-02-10 00:00:00
102725,600,7,642,73561,0,2025-02-01 00:00:00,2025-02-12 00:00:00
102724,380,0,380,11194,0,2025-02-01 00:00:00,2025-02-04 00:00:00
102723,375,7,401.25,78666,0,2025-02-01 00:00:00,2025-02-07 00:00:00
102722,28500,7,30495,78468,0,2025-02-01 00:00:00,2025-02-03 00:00:00
102721,316,7,338.12,20743,0,2025-02-01 00:00:00,2025-01-31 00:00:00
102720,1550,0,1550,10616,0,2025-02-01 00:00:00,2025-03-04 00:00:00
102719,3599,7,3850.93,20080,0,2025-02-01 00:00:00,2025-02-07 00:00:00
102718,1700,7,1819,12603,0,2025-02-01 00:00:00,2025-02-06 00:00:00
102717,5750,7,6152.5,20267,0,2025-02-01 00:00:00,2025-02-13 00:00:00
102716,9500,7,0,20731,0,2025-02-01 00:00:00,NULL
102715,4800,7,5136,73221,0,2025-02-01 00:00:00,2025-02-05 00:00:00
102714,90,0,90,81246,0,2025-01-28 00:00:00,2025-01-28 00:00:00
102713,1950,7,2086.5,12132,0,2025-02-01 00:00:00,2025-01-28 00:00:00
102712,500,7,535,72944,0,2025-02-01 00:00:00,2025-02-07 00:00:00
102711,700,7,0,77680,0,2025-02-01 00:00:00,NULL
102710,1750,7,1872.5,10952,0,2025-02-01 00:00:00,2025-01-30 00:00:00
102709,805,7,861.35,77174,0,2025-02-01 00:00:00,2025-02-12 00:00:00
102708,1250,7,1337.5,75745,0,2025-02-01 00:00:00,2025-02-12 00:00:00
102707,360,7,385.2,11918,0,2025-01-28 00:00:00,2025-02-06 00:00:00
102706,650,7,695.5,75254,0,2025-02-01 00:00:00,2025-01-30 00:00:00
102705,275,7,294.25,12324,0,2025-02-01 00:00:00,2025-02-14 00:00:00
102704,100,7,0,10349,0,2025-02-01 00:00:00,NULL
102703,545.5,7,583.69,75232,0,2025-02-01 00:00:00,2025-02-07 00:00:00
102702,466,0,466,50286,0,2025-02-01 00:00:00,2025-02-13 00:00:00
102701,2639,0,2639,20993,0,2025-02-01 00:00:00,2025-02-13 00:00:00
102700,1300,7,1391,72874,0,2025-02-01 00:00:00,2025-02-12 00:00:00
102699,4600,0,4600,72120,0,2025-02-01 00:00:00,2025-02-06 00:00:00
102698,1350,7,1444.5,20639,0,2025-02-01 00:00:00,2025-02-14 00:00:00
102697,340,7,363.8,11480,0,2025-02-01 00:00:00,2025-02-13 00:00:00
102696,4000,7,0,20434,0,2025-02-01 00:00:00,NULL
102695,172,7,0,20361,0,2025-02-01 00:00:00,NULL
102694,4200,7,4494,20342,0,2025-02-01 00:00:00,2025-02-07 00:00:00
102693,1990,7,2129.3,10216,0,2025-02-01 00:00:00,2025-01-31 00:00:00
102692,525,7,561.75,72632,0,2025-02-01 00:00:00,2025-02-06 00:00:00
102691,1100,7,1177,20444,0,2025-02-01 00:00:00,2025-02-04 00:00:00
102690,3750,0,3750,10722,0,2025-02-01 00:00:00,2025-02-07 00:00:00
102689,13750,0,13750,10964,0,2025-02-01 00:00:00,2025-03-27 00:00:00
102688,7500,7,8025,20121,0,2025-02-01 00:00:00,2025-02-20 00:00:00
102687,2250,7,2407.5,12082,0,2025-02-01 00:00:00,2025-02-13 00:00:00
102686,169,7,180.83,12348,0,2025-02-01 00:00:00,2025-02-06 00:00:00
102685,3900,7,4173,12197,0,2025-02-01 00:00:00,2025-02-07 00:00:00
102684,20500,7,21935,12187,0,2025-02-01 00:00:00,2025-02-18 00:00:00
102683,5760,7,6163.2,20014,0,2025-02-01 00:00:00,2025-02-13 00:00:00
102682,2500,7,2675,10851,0,2025-02-01 00:00:00,2025-02-07 00:00:00
102681,12500,7,13375,20054,0,2025-02-01 00:00:00,2025-02-14 00:00:00
102680,127.68,0,127.68,79505,0,2025-01-27 00:00:00,2025-01-16 00:00:00
102679,30,0,30,11569,0,2025-01-27 00:00:00,2025-02-07 00:00:00
102678,385.9,0,385.9,81264,0,2025-01-27 00:00:00,2025-02-12 00:00:00
102677,490.3,0,490.3,81264,0,2025-01-27 00:00:00,2025-02-12 00:00:00
102676,348.07,0,348.07,30239,0,2025-01-27 00:00:00,2025-01-16 00:00:00
102675,1300,7,1391,75279,0,2025-01-26 00:00:00,2025-02-06 00:00:00
102674,5280,7,5649.6,72868,0,2025-01-24 00:00:00,2025-02-19 00:00:00
102673,11734.92,0,11723.19,10208,11.73,2025-01-21 00:00:00,2025-01-21 00:00:00
102672,40,0,40,80488,0,2025-01-24 00:00:00,2025-02-28 00:00:00
102671,3600,7,3852,20353,0,2025-01-24 00:00:00,2025-02-14 00:00:00
102670,115.2,0,0,80263,0,2025-01-24 00:00:00,NULL
102669,2700,7,2889,72637,0,2025-01-24 00:00:00,2025-02-07 00:00:00
102668,70,7,74.9,11535,0,2025-01-23 00:00:00,2025-02-06 00:00:00
102667,650,7,695.5,10275,0,2024-12-31 00:00:00,2025-01-22 00:00:00
102666,150,7,160.5,12512,0,2025-01-23 00:00:00,2025-01-30 00:00:00
102665,120,7,128.4,12512,0,2025-01-23 00:00:00,2025-01-30 00:00:00
102664,255,7,272.85,81165,0,2025-01-23 00:00:00,2025-02-04 00:00:00
102663,3780,7,4044.6,73929,0,2025-01-23 00:00:00,2025-02-10 00:00:00
102662,104,7,111.28,80346,0,2025-01-23 00:00:00,2025-02-07 00:00:00
102661,3125,0,3125,79801,0,2025-01-23 00:00:00,2025-02-04 00:00:00
102660,75,7,80.25,79184,0,2025-01-23 00:00:00,2025-02-07 00:00:00
102659,210,7,0,79615,0,2025-01-23 00:00:00,NULL
102658,1800,7,1926,72804,0,2025-01-23 00:00:00,2025-02-04 00:00:00
102657,200.96,0,0,10990,0,2025-01-23 00:00:00,NULL
102656,3000,0,3000,80158,0,2025-01-23 00:00:00,2025-03-11 00:00:00
102655,65100.76,7,69657.81,40003,0,2025-01-22 00:00:00,2025-01-23 00:00:00
102654,10411.5,0,0,78911,0,2025-01-22 00:00:00,NULL
102653,204.48,7,218.79,20115,0,2025-01-16 00:00:00,2025-01-17 00:00:00
102652,11032.5,0,11032.5,79195,0,2025-01-22 00:00:00,2025-02-19 00:00:00
102651,200,0,200,80363,0,2025-01-22 00:00:00,2025-02-04 00:00:00
102650,79,7,84.53,50450,0,2025-01-22 00:00:00,2025-01-31 00:00:00
102649,2272.75,0,2272.75,73733,0,2025-01-22 00:00:00,2025-01-27 00:00:00
102648,3076.11,0,3015.7,78911,60.41,2025-01-22 00:00:00,2025-02-26 00:00:00
102647,100,7,107,11302,0,2024-12-31 00:00:00,2025-01-10 00:00:00
102646,100,7,107,73247,0,2024-12-31 00:00:00,2025-01-10 00:00:00
102645,2867.5,0,2867.5,73733,0,2025-01-21 00:00:00,2025-01-27 00:00:00
102644,960,7,1027.2,79666,0,2025-01-22 00:00:00,2025-01-22 00:00:00
102643,250,0,245,81255,5,2025-01-21 00:00:00,2025-01-27 00:00:00
102642,573.2,7,613.32,79479,0,2025-01-22 00:00:00,2025-01-31 00:00:00
102641,54,7,57.78,10231,0,2025-01-22 00:00:00,2025-01-22 00:00:00
102640,70,7,74.9,78427,0,2025-01-22 00:00:00,2025-01-24 00:00:00
102639,29,7,31.03,10238,0,2025-01-21 00:00:00,2025-01-28 00:00:00
102638,1458,7,1560.06,79666,0,2025-01-15 00:00:00,2025-01-15 00:00:00
102637,144,7,154.08,10231,0,2025-01-15 00:00:00,2025-01-15 00:00:00
102636,35,0,35,11067,0,2025-01-21 00:00:00,2025-02-24 00:00:00
102635,8931,7,9556.17,20005,0,2025-01-13 00:00:00,2025-01-14 00:00:00
102634,100,0,100,78765,0,2025-01-21 00:00:00,2025-02-07 00:00:00
102633,0,0,0,79096,0,2025-01-21 00:00:00,NULL
102632,3548.05,0,3548.05,80028,0,2025-01-21 00:00:00,2025-02-28 00:00:00
102631,1418,0,1409.76,81259,8.24,2025-01-21 00:00:00,2025-01-23 00:00:00
102630,165.82,0,0,20651,0,2025-01-21 00:00:00,NULL
102629,11000,7,11770,20608,0,2025-01-21 00:00:00,2025-01-23 00:00:00
102628,23000,7,24610,10039,0,2025-01-21 00:00:00,2025-02-10 00:00:00
102627,1700,7,1819,12603,0,2025-01-21 00:00:00,2025-01-30 00:00:00
102626,1100,0,1100,78833,0,2025-01-21 00:00:00,2025-01-30 00:00:00
102625,1536.42,0,1536.42,78911,0,2025-01-20 00:00:00,2025-02-26 00:00:00
102624,29,7,31.03,10238,0,2025-01-15 00:00:00,2025-01-22 00:00:00
102623,1500,19,1785,40003,0,2024-12-31 00:00:00,2025-01-22 00:00:00
102622,8012.78,19,9535.21,40003,0,2024-12-31 00:00:00,2025-01-22 00:00:00
102621,148.94,0,0,79505,0,2024-12-31 00:00:00,NULL
102620,5478,0,5478,79751,0,2025-01-20 00:00:00,2025-02-07 00:00:00
102619,3000,0,2985,79504,15,2025-01-20 00:00:00,2025-03-03 00:00:00
102618,450,7,481.5,81060,0,2025-01-20 00:00:00,2025-01-28 00:00:00
102617,550,7,588.5,81253,0,2025-01-20 00:00:00,2025-01-28 00:00:00
102616,1331,0,1285.76,81250,45.24,2025-01-20 00:00:00,2025-01-24 00:00:00
102615,950,7,1016.5,30218,0,2025-01-20 00:00:00,2025-03-07 00:00:00
102614,11439.5,0,10678.71,79705,760.79,2025-01-17 00:00:00,2025-02-18 00:00:00
102613,364.32,0,339.71,79705,24.61,2025-01-17 00:00:00,2025-02-18 00:00:00
102612,1680,7,1797.6,79491,0,2025-01-17 00:00:00,2025-01-24 00:00:00
102611,81,7,86.67,50178,0,2025-01-17 00:00:00,2025-01-28 00:00:00
102610,150,7,160.5,10909,0,2025-01-17 00:00:00,2025-01-22 00:00:00
102609,10.22,7,10.94,71605,0,2024-11-07 00:00:00,2024-11-07 00:00:00
102608,25.56,7,27.35,40001,0,2024-02-19 00:00:00,2024-02-19 00:00:00
102607,9,7,9.63,10201,0,2024-12-05 00:00:00,2024-12-05 00:00:00
102606,13.18,7,14.1,10201,0,2024-09-12 00:00:00,2024-09-12 00:00:00
102605,6.59,7,7.05,10201,0,2024-07-04 00:00:00,2024-07-04 00:00:00
102604,13.18,7,14.1,10201,0,2024-03-07 00:00:00,2024-03-07 00:00:00
102603,20,7,21.4,10369,0,2025-01-07 00:00:00,2025-01-09 00:00:00
102602,218.41,0,203.68,79705,14.73,2025-01-16 00:00:00,2025-02-18 00:00:00
102601,3508.64,0,3508.64,78042,0,2025-01-16 00:00:00,2025-01-24 00:00:00
102600,324,7,346.68,20288,0,2025-01-16 00:00:00,2025-01-20 00:00:00
102599,95,7,101.65,80853,0,2025-01-16 00:00:00,2025-01-22 00:00:00
102598,830.58,0,789.05,78568,41.53,2025-01-16 00:00:00,2025-02-25 00:00:00
102597,612.07,0,550.86,78567,61.21,2025-01-16 00:00:00,2025-02-25 00:00:00
102596,287.4,0,287.4,78566,0,2025-01-16 00:00:00,2025-02-25 00:00:00
102595,13054.47,0,12794.51,78962,259.96,2025-01-16 00:00:00,2025-01-22 00:00:00
102594,3300,7,3531,73370,0,2025-01-16 00:00:00,2025-03-20 00:00:00
102593,600,7,642,79041,0,2025-01-16 00:00:00,2025-02-26 00:00:00
102592,7500,7,8025,20121,0,2025-01-16 00:00:00,2025-02-07 00:00:00
102591,180,7,192.6,20524,0,2025-01-16 00:00:00,2025-01-22 00:00:00
102590,10000,7,10700,20121,0,2025-01-16 00:00:00,2025-01-31 00:00:00
102589,2000,7,2140,12407,0,2025-01-16 00:00:00,2025-01-29 00:00:00
102588,475,7,508.25,74026,0,2025-01-16 00:00:00,2025-01-21 00:00:00
102587,6000,7,6420,79278,0,2025-01-16 00:00:00,2025-03-05 00:00:00
102586,2000,7,2140,73287,0,2025-01-16 00:00:00,2025-01-30 00:00:00
102585,3600,7,3852,73350,0,2025-01-16 00:00:00,2025-01-24 00:00:00
102584,60,7,64.2,12672,0,2025-01-09 00:00:00,2025-01-09 00:00:00
102583,277.5,0,0,79815,0,2025-01-15 00:00:00,NULL
102582,167,0,167,80522,0,2025-01-15 00:00:00,2025-01-15 00:00:00
102581,1072.2,0,1072.2,11250,0,2025-01-15 00:00:00,2025-01-28 00:00:00
102580,150.28,0,150.28,10696,0,2025-01-15 00:00:00,2025-02-11 00:00:00
102579,472.89,0,472.89,81319,0,2025-01-15 00:00:00,2025-01-22 00:00:00
102578,448,7,479.36,72461,0,2025-01-15 00:00:00,2025-02-17 00:00:00
102577,1900,7,2033,11523,0,2025-01-16 00:00:00,2024-12-20 00:00:00
102576,20.6,0,20.6,80244,0,2025-01-15 00:00:00,2025-03-24 00:00:00
102575,6200,7,6634,12392,0,2025-01-15 00:00:00,2025-01-24 00:00:00
102574,60,0,48.93,79944,11.07,2025-01-15 00:00:00,2025-03-14 00:00:00
102573,350,7,374.5,20348,0,2025-01-15 00:00:00,2025-01-24 00:00:00
102572,13500,0,0,78271,0,2025-01-14 00:00:00,NULL
102571,912.5,0,912.5,80373,0,2025-01-14 00:00:00,2025-02-07 00:00:00
102570,280,0,271.24,80348,8.76,2025-01-14 00:00:00,2025-01-28 00:00:00
102569,600,7,642,21032,0,2025-01-14 00:00:00,2025-01-22 00:00:00
102568,4971.97,0,4669.56,79705,302.41,2025-01-14 00:00:00,2025-02-18 00:00:00
102567,1316,7,1408.12,72493,0,2025-01-14 00:00:00,2025-01-28 00:00:00
102566,378,7,404.46,72493,0,2025-01-14 00:00:00,2025-02-05 00:00:00
102565,1750,7,1872.5,72493,0,2025-01-14 00:00:00,2025-01-28 00:00:00
102564,560,7,599.2,72493,0,2025-01-14 00:00:00,2025-01-29 00:00:00
102563,1078,7,1153.46,72493,0,2025-01-14 00:00:00,2025-01-28 00:00:00
102562,742,7,793.94,72493,0,2025-01-14 00:00:00,2025-02-05 00:00:00
102561,28,7,29.96,72493,0,2025-01-14 00:00:00,2025-01-28 00:00:00
102560,1288,7,1378.16,72493,0,2024-12-31 00:00:00,2025-01-21 00:00:00
102559,308,7,329.56,72493,0,2024-12-31 00:00:00,2025-02-05 00:00:00
102558,1876,7,2007.32,72493,0,2024-12-31 00:00:00,2025-01-27 00:00:00
102557,994,7,1063.58,72493,0,2024-12-31 00:00:00,2025-01-29 00:00:00
102556,1246,7,1333.22,72493,0,2024-12-31 00:00:00,2025-01-22 00:00:00
102555,1064,7,1138.48,72493,0,2024-12-31 00:00:00,2025-02-05 00:00:00
102554,28,7,0,72493,0,2024-12-31 00:00:00,NULL
102553,196.31,0,161.68,10650,34.63,2025-01-14 00:00:00,2025-03-25 00:00:00
102552,3089.78,0,3129.34,78911,-39.57,2025-01-14 00:00:00,2025-02-19 00:00:00
102551,150000,0,150000,12484,0,2025-01-14 00:00:00,2025-01-31 00:00:00
102550,900,0,0,80458,0,2025-01-14 00:00:00,NULL
102549,1380,7,1476.6,11579,0,2025-01-14 00:00:00,2025-01-22 00:00:00
102548,1140,7,1219.8,73140,0,2025-01-14 00:00:00,2025-01-24 00:00:00
102547,1200,7,1284,80601,0,2025-01-14 00:00:00,2025-04-02 00:00:00
102546,1225,0,1225,79796,0,2025-01-13 00:00:00,2025-02-10 00:00:00
102545,250,0,250,80409,0,2025-01-13 00:00:00,2025-01-14 00:00:00
102544,800,0,0,79998,0,2025-01-13 00:00:00,NULL
102543,952.61,0,956.37,80242,-3.76,2025-01-13 00:00:00,2025-02-04 00:00:00
102542,400,7,428,80343,0,2024-12-31 00:00:00,2025-01-20 00:00:00
102541,1333.33,0,1333.33,78695,0,2025-01-13 00:00:00,2025-01-29 00:00:00
102540,1333.33,0,1333.33,78695,0,2024-12-31 00:00:00,2025-02-03 00:00:00
102539,350,0,350,79199,0,2025-01-13 00:00:00,2025-01-15 00:00:00
102538,1166.67,0,1166.67,79791,0,2025-01-13 00:00:00,2025-02-21 00:00:00
102537,750,0,750,81157,0,2025-01-13 00:00:00,2025-04-02 00:00:00
102536,375,0,375,81151,0,2025-01-13 00:00:00,2025-03-21 00:00:00
